Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
2676,24,0,24,0,24,,"2022-11-19 16:43:36",0,0,717A,"Magnus Robotics","Magnus Robotics","Pennsylvania - East","United States"
2677,24,0,24,0,24,,"2022-11-19 19:10:50",0,0,49182B,"CECA Team # 2","CLINT ISD EARLY COLLEGE ACADEMY","Texas - Region 1","United States"
2678,24,0,24,0,24,,"2022-12-02 17:32:50",0,0,65524C,"Brentwood Larry","BRENTWOOD SHS","Pennsylvania - West","United States"
2679,24,0,24,0,24,,"2022-12-02 20:04:52",0,0,4647D,DinoMites,"MADISON SENIOR HIGH SCHOOL",Idaho,"United States"
2680,24,0,24,0,24,,"2022-12-03 20:26:20",0,0,80634A,"Spartans 2","GREELEY WEST HIGH SCHOOL",Colorado,"United States"
2681,24,0,24,0,24,,"2022-12-03 20:50:46",0,0,299Z,SVEC_Z,"SKY VALLEY EDUCATION CENTER",Washington,"United States"
2682,24,0,24,0,24,,"2022-12-10 17:46:21",0,0,63303C,"JCHS Robotics - 3 Menaces, 2 Much","JOHNSON CO HIGH SCHOOL",Tennessee,"United States"
2683,24,0,24,0,24,,"2022-12-10 18:06:38",0,0,6603H,"Hungry Hungry Hippos","PATRIOT HIGH",Virginia,"United States"
2684,24,0,24,0,24,,"2022-12-10 18:19:32",0,0,13150B,13150B,"Gainesville High School",Virginia,"United States"
2685,24,0,24,0,24,,"2022-12-10 18:44:07",0,0,54554H,"Metal Gear","HEARD COUNTY HIGH SCHOOL",Georgia,"United States"
2686,24,0,24,0,24,,"2022-12-10 18:51:23",0,0,1267D,Knights,"DELAWARE COUNTY CHRISTIAN SCHOOL","Pennsylvania - East","United States"
2687,24,0,24,0,24,,"2022-12-10 19:48:56",0,0,25455B,"Non-Copyright Infringing Cartoon Evil Guy Inc.","Cranberry Area Jshs","Pennsylvania - West","United States"
2688,24,0,24,0,24,,"2022-12-10 21:45:55",0,0,4862B,"Coltenoids Ultimate Fancy Pigeons","Ashbury College",Ontario,Canada
2689,24,0,24,0,24,,"2022-12-11 22:37:08",0,0,3309A,"Friarbots A","SERVITE HIGH SCHOOL","California - Region 4","United States"
2690,24,0,24,0,24,,"2022-12-12 00:01:59",0,0,53353B,"Team Tsunami","CHILOQUIN HIGH SCHOOL",Oregon,"United States"
2691,24,0,24,0,24,,"2022-12-17 17:33:06",0,0,9144C,Spartans3,"SOMERSET HIGH",Wisconsin,"United States"
2692,24,0,24,0,24,,"2022-12-18 00:25:54",0,0,40507B,Cybernot,"Stratford Preparatory School","California - Region 2","United States"
2693,23,23,0,23,0,"2022-11-12 18:24:14",,20,0,3674N,"It's Time to Rebuild","ENERGY INSTITUTE HIGH SCHOOL","Texas - Region 3","United States"
2694,23,10,13,10,13,"2022-11-12 16:59:33","2022-11-12 15:58:45",0,0,75150C,"North Mesquite JROTC (75150C)","NORTH MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
2695,23,6,17,6,17,"2022-10-15 17:51:31","2022-10-15 16:43:24",20,0,7121E,"Maverick Robotics","ARCHBISHOP EDWARD MCCARTHY HIGH SCHOOL","Florida - South","United States"
2696,23,6,17,6,17,"2022-10-15 18:00:00","2022-10-15 17:09:03",0,0,2772J,"The Metalbenders","Think Fast Robotics","California - Region 2","United States"
2697,23,3,20,3,20,"2022-11-05 20:09:34","2022-11-05 20:08:53",0,0,95307A,"MPGT Digital Dojo","CERES HIGH","California - Region 2","United States"
2698,23,3,20,3,20,"2022-11-19 20:26:32","2022-11-19 20:30:20",0,0,20480K,"Hex Girls","SKYLINE HIGH SCHOOL","Texas - Region 2","United States"
2699,23,3,20,3,20,"2022-12-03 17:48:56","2022-12-03 15:19:56",0,0,3921B,Mecha-Phoenix,"College and Career Academy",Georgia,"United States"
2700,23,0,23,0,23,,"2022-12-11 19:53:44",0,31,7700R,"Rolling Robots","Rolling Robots","California - Region 4","United States"
2701,23,0,23,0,23,,"2022-12-11 18:55:41",0,30,8054A,"Mustang Mechanics A","MIRA COSTA HIGH","California - Region 4","United States"
2702,23,0,23,0,23,,"2022-10-08 18:10:12",0,0,8787E,Eastwood,"Eastwood High School","Texas - Region 1","United States"
2703,23,0,23,0,23,,"2022-10-29 20:25:34",0,0,3249U,Ultraviolet,"VANCOUVER ITECH PREPARATORY",Oregon,"United States"
2704,23,0,23,0,23,,"2022-10-30 18:40:28",0,0,61212B,"Robo Warriors","MATIGNON HIGH SCHOOL","Southern New England","United States"
2705,23,0,23,0,23,,"2022-11-12 16:38:40",0,0,7167D,"Jaguarbots 4","ST JOSEPH ACADEMY",Ohio,"United States"
2706,23,0,23,0,23,,"2022-11-12 18:03:52",0,0,1695E,"Hand Tigers E ""HeisenBorg""","DANIEL HAND HIGH SCHOOL","Southern New England","United States"
2707,23,0,23,0,23,,"2022-11-12 18:58:04",0,0,20025E,"Innovation Robotics","INNOVATION ACADEMY",Tennessee,"United States"
2708,23,0,23,0,23,,"2022-11-12 22:03:10",0,0,15352D,"The Strays","SEAMAN HIGH",Kansas,"United States"
2709,23,0,23,0,23,,"2022-11-19 17:41:37",0,0,67593B,"Space Dogs","LOYOLA CATHOLIC SCHOOL",Minnesota,"United States"
2710,23,0,23,0,23,,"2022-11-19 19:47:10",0,0,9228E,"Mecha Eagles","ST JOHNS PREPARATORY SCHOOL","Southern New England","United States"
2711,23,0,23,0,23,,"2022-12-02 20:02:00",0,0,16645B,"Pine Tree 2","PINE TREE HIGH SCHOOL","Texas - Region 2","United States"
2712,23,0,23,0,23,,"2022-12-03 16:33:50",0,0,43050Y,"MVHS Y","MOUNT VERNON HIGH SCHOOL",Ohio,"United States"
2713,23,0,23,0,23,,"2022-12-03 18:04:09",0,0,929R,"Hereford Zone Robotics","Hereford High School",Maryland,"United States"
2714,23,0,23,0,23,,"2022-12-03 18:06:17",0,0,1275F,"Chamblee Charter High Sch","Chamblee Charter High School",Georgia,"United States"
2715,23,0,23,0,23,,"2022-12-03 22:14:57",0,0,201D,BroncobotsD,"Brophy College Prep",Arizona,"United States"
2716,23,0,23,0,23,,"2022-12-08 01:27:44",0,0,6410M,"Caravan Robotics","MOUNT CARMEL HIGH SCHOOL",Illinois,"United States"
2717,23,0,23,0,23,,"2022-12-08 16:22:47",0,0,60293A,"Vigor Team 1","CF VIGOR HIGH SCHOOL",Alabama,"United States"
2718,23,0,23,0,23,,"2022-12-10 16:37:51",0,0,4825A,"Royal Gears","ROYAL OAKS ACADEMY OF THE ARTS AND SCIENCES","South Carolina","United States"
2719,23,0,23,0,23,,"2022-12-10 17:17:42",0,0,18693A,Wildcats,"RYE COUNTRY DAY SCHOOL","New York-South","United States"
2720,23,0,23,0,23,,"2022-12-10 19:49:16",0,0,3885D,"Loony Toons Crew D","UNITEC CAREER CTR.",Missouri,"United States"
2721,23,0,23,0,23,,"2022-12-10 19:52:40",0,0,63601F,"11 Reasons Why","CENTRAL HIGH",Missouri,"United States"
2722,23,0,23,0,23,,"2022-12-10 20:50:50",0,0,43272U,"Fox Robotics","CADDO MILLS HIGH SCHOOL","Texas - Region 2","United States"
2723,23,0,23,0,23,,"2022-12-17 19:47:01",0,0,76837A,"The Elevated Places",,"Texas - Region 3","United States"
2724,22,22,0,22,7,"2022-10-19 22:36:14","2022-10-29 19:00:08",0,0,19713D,"Cypress Ranch High School","Cypress Ranch High School","Texas - Region 3","United States"
2725,22,0,22,19,22,"2022-12-03 17:51:33","2022-12-17 17:28:45",0,0,6978A,Apex,"Highland High School",Ohio,"United States"
2726,22,8,14,8,14,"2022-11-05 19:03:13","2022-11-05 18:49:32",43,0,99371B,SourDough,"OAK PARK & RIVER FOREST HIGH SCH",Illinois,"United States"
2727,22,0,22,7,22,"2022-12-10 20:20:36","2022-11-19 20:59:48",47,0,1290X,"BCS Robotics X-RAY","Brentwood College School","Vancouver Island (BC)",Canada
2728,22,6,16,6,16,"2022-11-12 17:07:43","2022-11-12 15:46:56",0,0,66875A,"Robo Pirates JROTC","POTEET HIGH SCHOOL","Texas - Region 2","United States"
2729,22,5,17,5,17,"2022-12-02 20:51:08","2022-12-02 20:53:07",0,0,9776B,R6,"RIGBY HIGH SCHOOL",Idaho,"United States"
2730,22,0,22,0,22,"2022-11-12 18:52:13","2022-11-12 16:11:49",0,0,1970Z,"The Knights","MOUNT MICHAEL BENEDICTINE HIGH SCHOOL",Nebraska,"United States"
2731,22,0,22,0,22,,"2022-10-01 19:25:04",0,0,28466A,"The Campus Yeti's 1","SPRINGS STUDIO FOR ACADEMIC EXCELLENCE",Colorado,"United States"
2732,22,0,22,0,22,,"2022-10-15 16:42:21",0,0,13980A,Kaoya,N/A,"California - Region 2","United States"
2733,22,0,22,0,22,,"2022-10-15 17:37:22",0,0,4216C,"Lakeside Robotics","LAKESIDE HIGH SCHOOL",Arkansas,"United States"
2734,22,0,22,0,22,,"2022-10-22 07:39:12",0,0,96944B,Shark.GC,喬智創意機器人研究室,"Chinese Taipei",Taiwan
2735,22,0,22,0,22,,"2022-10-29 21:50:28",0,0,6523A,"Doofenshmirtz Inc.","TRI-CITY COLLEGE PREP HIGH SCHOOL",Arizona,"United States"
2736,22,0,22,0,22,,"2022-11-05 17:02:58",0,0,34300E,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2737,22,0,22,0,22,,"2022-11-05 17:58:49",0,0,34300A,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2738,22,0,22,0,22,,"2022-11-05 18:54:14",0,0,3885C,"Loony Toons Crew C","UNITEC CAREER CTR.",Missouri,"United States"
2739,22,0,22,0,22,,"2022-11-12 19:59:23",0,0,20121A,G.O.R.T's,"GRAND OAKS HIGH SCHOOL","Texas - Region 3","United States"
2740,22,0,22,0,22,,"2022-11-12 23:12:53",0,0,43426C,Gynoid,"Girl Scouts of Northern CA","California - Region 2","United States"
2741,22,0,22,0,22,,"2022-11-19 21:03:27",0,0,3260R,SHARP,"Sarah Heinz House","Pennsylvania - West","United States"
2742,22,0,22,0,22,,"2022-12-03 16:06:06",0,0,7323A,#Pro,"CHARLES W BAKER HIGH SCHOOL","New York-North","United States"
2743,22,0,22,0,22,,"2022-12-03 19:16:45",0,0,1200C,"Technical Breakdown","ST MARY CATHOLIC SCHOOLS",Wisconsin,"United States"
2744,22,0,22,0,22,,"2022-12-03 19:25:29",0,0,991G,BearBots,"HARPETH HALL SCHOOL",Tennessee,"United States"
2745,22,0,22,0,22,,"2022-12-03 22:27:30",0,0,30417A,"Red Rock Robotics A","DORAL ACADEMY RED ROCK",Nevada,"United States"
2746,22,0,22,0,22,,"2022-12-08 16:25:13",0,0,66394A,"LeFlore Team 1","JOHN L LEFLORE MAGNET SCHOOL",Alabama,"United States"
2747,22,0,22,0,22,,"2022-12-10 15:11:29",0,0,95M,"CEC TriBots","ELM STREET ELEMENTARY SCHOOL",Georgia,"United States"
2748,22,0,22,0,22,,"2022-12-10 16:10:17",0,0,81834C,"Brain Drain Reboot","VERSAILLES HIGH SCHOOL",Ohio,"United States"
2749,22,0,22,0,22,,"2022-12-10 16:16:35",0,0,56H,"Cape Robotics H","Cape Elizabeth High School",Maine,"United States"
2750,22,0,22,0,22,,"2022-12-10 18:15:21",0,0,60023A,"The Innovators","THE GOVERNOR'S SCHOOL @ INNOVATION PARK",Virginia,"United States"
2751,22,0,22,0,22,,"2022-12-17 00:12:39",0,0,15800A,"Westview High School JROTC","Westview High School",Nebraska,"United States"
2752,22,0,22,0,22,,"2022-12-17 15:55:29",0,0,59218A,"Cedar  Grove Panthers","CEDAR GROVE HIGH SCHOOL","New Jersey","United States"
2753,22,0,22,0,22,,"2022-12-17 18:59:53",0,0,8615B,"LoCo Robotics","LOWNDES CO VOC COMPLEX",Mississippi,"United States"
2754,21,21,0,21,0,"2022-12-03 21:55:47",,0,0,7870Y,yogurt,"CORONADO HIGH SCHOOL",Nevada,"United States"
2755,21,13,8,13,14,"2022-10-22 19:21:47","2022-12-10 18:47:13",40,0,11775B,"Granbury MCJROTC","GRANBURY HIGH SCHOOL","Texas - Region 2","United States"
2756,21,5,16,5,16,"2022-11-19 20:22:51","2022-11-19 20:25:17",55,0,6463A,"Fontainebleau RoboDawgs","FONTAINEBLEAU HIGH SCHOOL",Louisiana,"United States"
2757,21,5,16,5,16,"2022-12-03 21:12:46","2022-12-03 18:57:47",45,0,17010A,"Redwood Ravens","REDWOOD ACADEMY OF UKIAH","California - Region 1","United States"
2758,21,4,17,4,17,"2022-11-12 14:51:19","2022-11-12 16:11:18",0,0,7122A,"Culpeper Robotics","Culpeper Robotics",Virginia,"United States"
2759,21,3,18,3,18,"2022-10-01 11:03:58","2022-10-01 11:03:33",0,0,44957A,"Quality Control","Culford School","United Kingdom","United Kingdom"
2760,21,3,18,3,18,"2022-12-03 15:22:47","2022-12-03 15:45:18",0,0,44433S,CTL-ALT-DELETE,"RIVERCREST HIGH SCHOOL",Arkansas,"United States"
2761,21,0,21,0,21,,"2022-11-12 19:02:34",0,0,615H,PATronics,"White House Heritage High School",Tennessee,"United States"
2762,21,0,21,0,21,,"2022-11-12 22:04:22",0,0,20700A,"Rock 'Em Shock 'Em","Taylor High School","Texas - Region 3","United States"
2763,21,0,21,0,21,,"2022-11-19 17:48:48",0,0,9210C,C-Horses,"Storm Robotics (ISD47)",Minnesota,"United States"
2764,21,0,21,0,21,,"2022-11-19 17:54:37",0,0,60466D,Raptors,"Rich Township High School",Illinois,"United States"
2765,21,0,21,0,21,,"2022-12-02 19:32:27",0,0,9950X,"Axle Twisters","NEW DIANA HIGH SCHOOL","Texas - Region 2","United States"
2766,21,0,21,0,21,,"2022-12-03 19:34:56",0,0,67352A,"NVCA #1","NORTH VALLEY CHRISTAIN ACADEMY",Arizona,"United States"
2767,21,0,21,0,21,,"2022-12-03 21:00:10",0,0,99751C,Inconceivable,"COLORADO EARLY COLLEGE FORT COLLINS",Colorado,"United States"
2768,21,0,21,0,21,,"2022-12-10 18:54:02",0,0,96715B,Avengers,"BAD AXE HIGH SCHOOL",Michigan,"United States"
2769,21,0,21,0,21,,"2022-12-17 00:13:00",0,0,15800B,"Westview High School","Westview High School",Nebraska,"United States"
2770,21,0,21,0,21,,"2022-12-17 16:50:28",0,0,9888A,"Ursa Major","Brooke High School","West Virginia","United States"
2771,21,0,21,0,21,,"2022-12-17 19:56:55",0,0,62574E,CyberCats,"SPLENDORA HIGH SCHOOL","Texas - Region 3","United States"
2772,20,17,3,17,3,"2022-11-11 18:45:43","2022-11-11 19:56:54",0,0,50479A,"Knight Crawlers","SOUTH EFFINGHAM HIGH SCHOOL",Georgia,"United States"
2773,20,6,14,6,14,"2022-12-03 18:02:10","2022-12-03 17:58:35",0,0,7460A,"AHS - Short Circuit","APOLLO HIGH SCHOOL",Kentucky,"United States"
2774,20,5,15,5,15,"2022-12-03 17:02:19","2022-12-03 16:09:57",0,0,57301A,"Roncalli Royal Robotics Team A","RONCALLI HIGH SCHOOL",Indiana,"United States"
2775,20,2,18,2,18,"2022-12-10 18:37:30","2022-12-10 17:21:43",38,0,4691S,Cyprus,"Uintah High School",Utah,"United States"
2776,20,0,20,0,20,,"2022-09-05 02:47:25",0,0,97230C,"Highvale SC C","Highvale Secondary College",Australia,Australia
2777,20,0,20,0,20,,"2022-10-29 15:58:49",0,0,16802D,"Raging Ducks","MADISON CENTRAL HIGH SCHOOL",Mississippi,"United States"
2778,20,0,20,0,20,,"2022-10-29 20:53:09",0,0,9682C,"Red Robin","Olympian High School","California - Region 4","United States"
2779,20,0,20,0,20,,"2022-11-05 18:35:08",0,0,34300B,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2780,20,0,20,0,20,,"2022-11-19 19:08:29",0,0,3389A,TEC-Tigers,"Wicomico County Robotics Club",Delmarva,"United States"
2781,20,0,20,0,20,,"2022-12-02 20:10:15",0,0,16645A,"Pine Tree 1","PINE TREE HIGH SCHOOL","Texas - Region 2","United States"
2782,20,0,20,0,20,,"2022-12-03 17:02:42",0,0,57013M,Shatter-Hawks,"Canton Robotics","South Dakota","United States"
2783,20,0,20,0,20,,"2022-12-03 19:05:27",0,0,64040A,"Lake George Warriors","LAKE GEORGE High School","New York-North","United States"
2784,20,0,20,0,20,,"2022-12-03 20:57:41",0,0,33696M,"McNeil MiNions","MCNEIL HIGH SCHOOL","Texas - Region 4","United States"
2785,20,0,20,0,20,,"2022-12-10 16:04:14",0,0,6603V,Voltage,"Patriot High School",Virginia,"United States"
2786,20,0,20,0,20,,"2022-12-10 17:30:50",0,0,18316C,"RA Knights","RENAISSANCE ACADEMY CS","Pennsylvania - East","United States"
2787,20,0,20,0,20,,"2022-12-17 20:23:03",0,0,416B,SOUR-Q,"St. Clement's School",Ontario,Canada
2788,20,0,20,0,20,,"2022-12-17 21:35:08",0,0,24626B,"CRHS Polaris","Cinco Ranch High School Polaris Robotic Club","Texas - Region 3","United States"
2789,19,9,10,9,10,"2022-11-12 17:20:56","2022-11-12 16:19:20",50,0,91022A,VanguardianA,"NEW CHOICE HIGH SCHOOL","Texas - Region 2","United States"
2790,19,6,13,6,13,"2022-11-05 19:23:17","2022-11-05 19:04:20",0,0,21408B,"Trojan Chargers","CHESTERTON SENIOR HIGH SCHOOL",Indiana,"United States"
2791,19,0,19,0,19,,"2022-10-22 16:53:48",0,0,1316B,"Towers High School","TOWERS HIGH SCHOOL",Georgia,"United States"
2792,19,0,19,0,19,,"2022-10-22 18:09:07",0,0,8938C,Ivybots,"Crofton House School","British Columbia (BC)",Canada
2793,19,0,19,0,19,,"2022-11-05 14:14:08",0,0,70649B,Chupapi,"PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL","Florida - North/Central","United States"
2794,19,0,19,0,19,,"2022-11-05 18:16:08",0,0,34300H,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2795,19,0,19,0,19,,"2022-11-19 15:29:08",0,0,46642A,"Akron North","NORTH HIGH SCHOOL",Ohio,"United States"
2796,19,0,19,0,19,,"2022-11-19 19:38:13",0,0,19191M,"Reno High Military Science","RENO HIGH SCHOOL",Nevada,"United States"
2797,19,0,19,0,19,,"2022-11-19 21:15:26",0,0,30119A,DAWGS,"COOPER HIGH SCHOOL","Texas - Region 2","United States"
2798,19,0,19,0,19,,"2022-12-02 19:39:39",0,0,25274A,"Christian Heritage Classical School","CHRISTIAN HERITAGE SCHOOL","Texas - Region 2","United States"
2799,19,0,19,0,19,,"2022-12-03 19:15:29",0,0,57013J,RoboHawks,"Canton Robotics","South Dakota","United States"
2800,19,0,19,0,19,,"2022-12-03 23:23:51",0,0,13205B,"STEM Pythons","STEM SCHOOL CHATTANOOGA",Tennessee,"United States"
2801,19,0,19,0,19,,"2022-12-04 18:36:28",0,0,6060Z,"SMC BlueBolts Z","St. Michael's College School",Ontario,Canada
2802,19,0,19,0,19,,"2022-12-10 16:30:31",0,0,6603T,Gearheads,"PATRIOT HIGH",Virginia,"United States"
2803,19,0,19,0,19,,"2022-12-10 17:52:33",0,0,42368F,"Team Terminator","Burkburnett High School","Texas - Region 2","United States"
2804,19,0,19,0,19,,"2022-12-10 19:41:17",0,0,97445A,"Doherty Spartans","DOHERTY HIGH SCHOOL",Colorado,"United States"
2805,19,0,19,0,19,,"2022-12-10 20:15:38",0,0,9520B,Broons,"Iowa Park High School","Texas - Region 2","United States"
2806,19,0,19,0,19,,"2022-12-17 17:43:51",0,0,5150K,"Mad Hatters","DANBURY HIGH SCHOOL","Southern New England","United States"
2807,19,0,19,0,19,,"2022-12-17 22:55:28",0,0,10R,"Exothermic R","Exothermic Robotics",Washington,"United States"
2808,19,0,19,0,19,,"2022-12-21 18:53:20",0,0,14737A,Walta,"FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL","New York-North","United States"
2809,18,9,9,9,9,"2022-10-29 15:48:38","2022-10-29 15:49:03",0,0,16802C,"Team C","MADISON CENTRAL HIGH SCHOOL",Mississippi,"United States"
2810,18,6,12,6,12,"2022-11-12 16:48:24","2022-11-12 15:48:57",27,0,75150B,"North Mesquite JROTC Team 2","NORTH MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
2811,18,5,13,5,13,"2022-11-21 19:49:44","2022-11-21 14:51:04",43,0,2373E,"Lake Robotics","CLEAR LAKE HIGH SCHOOL","Texas - Region 3","United States"
2812,18,0,18,0,18,,"2022-10-15 14:50:34",0,0,77788R,"Cyber Eagles R","Calvary Christian Academy","Florida - South","United States"
2813,18,0,18,0,18,,"2022-10-15 18:44:23",0,0,24626S,"CRHS Polaris","Cinco Ranch High School Polaris Robotics Club","Texas - Region 3","United States"
2814,18,0,18,0,18,,"2022-11-05 17:43:20",0,0,99331U,"MUS BionicBuzzards","MEMPHIS UNIVERSITY SCHOOL",Tennessee,"United States"
2815,18,0,18,0,18,,"2022-11-05 19:03:26",0,0,99040A,"Vestavia Team A","VESTAVIA HILLS HIGH SCHOOL",Alabama,"United States"
2816,18,0,18,0,18,,"2022-11-11 17:28:54",0,0,383R,"Lowndes Viking Robotics","LOWNDES HIGH SCHOOL",Georgia,"United States"
2817,18,0,18,0,18,,"2022-11-12 19:46:33",0,0,9871G,"ATEMS G","ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE","Texas - Region 2","United States"
2818,18,0,18,0,18,,"2022-11-12 21:49:42",0,0,21020A,"Robotic Pioneers","LEAVENWORTH SR HIGH",Kansas,"United States"
2819,18,0,18,0,18,,"2022-11-18 19:11:03",0,0,82228B,"FHS Robotics","FARMINGTON SENIOR HIGH SCHOOL","New Mexico","United States"
2820,18,0,18,0,18,,"2022-11-19 12:21:52",0,0,1408G,Vixens,"King Henry VIII School","United Kingdom","United Kingdom"
2821,18,0,18,0,18,,"2022-11-19 19:43:18",0,0,81419A,"Disco Revs","BELAIRE HIGH SCHOOL",Louisiana,"United States"
2822,18,0,18,0,18,,"2022-11-19 20:24:06",0,0,4326A,"The Rake","ELKHORN SOUTH HIGH SCHOOL",Nebraska,"United States"
2823,18,0,18,0,18,,"2022-11-30 23:54:58",0,0,8663B,"MSDWT Concepticons","NORTH CENTRAL HIGH SCHOOL",Indiana,"United States"
2824,18,0,18,0,18,,"2022-12-02 17:13:15",0,0,464D,L.A.M.E.,"FOREST HILLS JSHS","Pennsylvania - West","United States"
2825,18,0,18,0,18,,"2022-12-02 19:14:18",0,0,9776E,"Nuclear pasta","RIGBY HIGH SCHOOL",Idaho,"United States"
2826,18,0,18,0,18,,"2022-12-03 15:09:30",0,0,174C,"Arctic Warriors","Liverpool High School","New York-North","United States"
2827,18,0,18,0,18,,"2022-12-03 19:50:41",0,0,44044D,"Disco Freaks","NOWATA HIGH SCHOOL",Oklahoma,"United States"
2828,18,0,18,0,18,,"2022-12-10 14:53:59",0,0,76892D,HELP,"Sayre High School",Oklahoma,"United States"
2829,18,0,18,0,18,,"2022-12-17 16:20:45",0,0,32636A,"Oxford High School Team A","OXFORD HIGH SCHOOL",Mississippi,"United States"
2830,18,0,18,0,18,,"2022-12-17 18:18:47",0,0,44713B,"Flying Eagle Robotics B","Woodrow Wilson High School","West Virginia","United States"
2831,18,0,18,0,18,,"2022-12-17 20:37:54",0,0,2586A,"Team Xray","CALUMET HIGH SCHOOL",Michigan,"United States"
2832,18,0,18,0,18,,"2022-12-17 21:49:41",0,0,3388S,6-PACK,"Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
2833,17,0,17,0,17,,"2022-12-17 21:16:40",0,45,98471C,TechnoShark,"CHENEY HIGH",Kansas,"United States"
2834,17,0,17,0,17,"2022-11-12 16:39:10","2022-11-12 15:36:57",18,0,75150A,"North Mesquite JROTC","NORTH MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
2835,17,0,17,0,17,,"2022-11-12 14:56:39",0,2,81834B,"Versailles Black","VERSAILLES HIGH SCHOOL",Ohio,"United States"
2836,17,0,17,0,17,,"2022-10-27 01:10:27",0,0,3743E,"Enchanted Engineers","ERIE HIGH SCHOOL",Colorado,"United States"
2837,17,0,17,0,17,,"2022-11-05 18:07:11",0,0,83145A,"Kingston Cougars","KINGSTON HIGH",Missouri,"United States"
2838,17,0,17,0,17,,"2022-11-05 19:31:54",0,0,8514A,"Cougar Battalion","BRYAN ADAMS HIGH SCHOOL","Texas - Region 2","United States"
2839,17,0,17,0,17,,"2022-11-05 20:25:23",0,0,99196A,"South High","SOUTH HIGH","California - Region 3","United States"
2840,17,0,17,0,17,,"2022-11-05 21:07:48",0,0,12500G,"Anderson Robotics","ANDERSON HIGH SCHOOL","California - Region 1","United States"
2841,17,0,17,0,17,,"2022-11-05 21:46:57",0,0,599B,"The Robodox B","GRANADA HILLS CHARTER HIGH","California - Region 4","United States"
2842,17,0,17,0,17,,"2022-11-12 20:24:47",0,0,52311S,"Honey Badger Robotics Team 3","HIGHLAND PREP",Arizona,"United States"
2843,17,0,17,0,17,,"2022-11-19 18:23:35",0,0,8890E,"IronRAMS E","DICKINSON (JOHN) HIGH SCHOOL",Delmarva,"United States"
2844,17,0,17,0,17,,"2022-11-19 18:55:49",0,0,70528A,"Galena Grizzlies","GALENA HIGH SCHOOL",Nevada,"United States"
2845,17,0,17,0,17,,"2022-11-19 20:24:07",0,0,395Y,"Reno High Robotics","Reno High School",Nevada,"United States"
2846,17,0,17,0,17,,"2022-12-02 18:39:45",0,0,9950T,"Team Chaos","NEW DIANA HIGH SCHOOL","Texas - Region 2","United States"
2847,17,0,17,0,17,,"2022-12-03 16:16:05",0,0,174B,"Arctic Warriors","Liverpool High School","New York-North","United States"
2848,17,0,17,0,17,,"2022-12-03 20:14:10",0,0,80634G,"Loose Screws","GREELEY WEST HIGH SCHOOL",Colorado,"United States"
2849,17,0,17,0,17,,"2022-12-03 20:26:10",0,0,2025D,"NGHS Terminator","N GARLAND HIGH SCHOOL","Texas - Region 2","United States"
2850,17,0,17,0,17,,"2022-12-04 19:58:28",0,0,416X,"Penguinfinity and Beyond","St. Clement's School",Ontario,Canada
2851,17,0,17,0,17,,"2022-12-10 18:10:10",0,0,95993A,KCDGearcats3,"KENTUCKY COUNTRY DAY SCHOOL",Kentucky,"United States"
2852,17,0,17,0,17,,"2022-12-10 18:44:26",0,0,61783A,"Team Quasar","Surrey Christian School","British Columbia (BC)",Canada
2853,17,0,17,0,17,,"2022-12-10 19:27:14",0,0,6408F,"Syntechs Robotics HWSS","Heritage Woods Secondary","British Columbia (BC)",Canada
2854,17,0,17,0,17,,"2022-12-16 23:05:49",0,0,74100Y,Hindenburg,"CONCORDIA JR/SR HIGH SCHOOL",Nebraska,"United States"
2855,17,0,17,0,17,,"2022-12-17 17:21:15",0,0,1808C,"Red Devil Robotics","FREEPORT HIGH SCHOOL","New York-South","United States"
2856,17,0,17,0,17,,"2022-12-17 21:45:03",0,0,6659B,"Chilli Cheese Fries","Master's Academy & College",Alberta/Saskatchewan,Canada
2857,17,0,17,0,17,,"2022-12-17 21:48:27",0,0,99197S,"Bowness Robotics 2","Bowness High School",Alberta/Saskatchewan,Canada
2858,17,0,17,0,17,,"2022-12-17 23:01:41",0,0,93332D,93332D,ICC,"California - Region 2","United States"
2859,16,5,11,5,11,"2022-11-12 17:28:11","2022-11-12 16:08:57",0,0,66875C,"Poteet Pirates Mat and Oscar","POTEET HIGH SCHOOL","Texas - Region 2","United States"
2860,16,2,14,2,14,"2022-12-10 17:48:31","2022-12-10 17:50:26",0,0,62885A,KCDGearcats2,"KENTUCKY COUNTRY DAY SCHOOL",Kentucky,"United States"
